image_name,pair_id,caption
train/image/051019.jpg,4036,a person is posing in front of furniture.
train/image/051013.jpg,4036,a storage table is behind the person.
train/image/021846.jpg,1735,the person is sitting on a woven chair.
train/image/081955.jpg,6471,a spa counter is behind a person standing.
train/image/182874.jpg,14346,next to a soccer net stands a person.
train/image/027390.jpg,2164,the person is leaning on a railing.
train/image/032985.jpg,2594,a person leans against a plain white wall.
train/image/149400.jpg,11716,a person walks along a walkway.
train/image/034606.jpg,2723,a person poses in front of a storage chest.
train/image/149405.jpg,11716,"in front of a huge boulder, a person is standing."
train/image/167800.jpg,13158,a built in shelf is near a posing person.
train/image/124850.jpg,9867,a person stands in front of a wall.
train/image/034599.jpg,2723,bright windows are behind the person.
train/image/006889.jpg,564,the bed is behind a posing person.
train/image/056649.jpg,4481,"on a grey brick road, a person is walking."
train/image/164965.jpg,12915,a person sits on a grey stone step.
train/image/149269.jpg,11707,behind the person is an open clothing storage unit.
train/image/037477.jpg,2938,a person is walking along a wooden walkway.
train/image/189508.jpg,14881,the person sits in a black chair.
train/image/012350.jpg,996,standing in a yard is a person.
train/image/143119.jpg,11227,a person is looking at reflecting lights.
train/image/019502.jpg,1541,the person stands on a wooden walkway.
train/image/114210.jpg,9040,the person stands behind wooden chairs.
train/image/005007.jpg,399,the person is standing in a stairwell.
train/image/019504.jpg,1541,the person stands on a wooden deck.
train/image/007250.jpg,588,the person stands on a decorative brick surface.
train/image/046829.jpg,3694,a laptop keyboard is in front of the person.
train/image/148829.jpg,11674,the person is standing in front of a white tiled wall.
train/image/034159.jpg,2684,the person stands outside of a fence.
train/image/027379.jpg,2164,a person is standing among lockers.
train/image/051056.jpg,4037,a person sits on a bull.
train/image/003838.jpg,309,a person is having shorts on.
train/image/114220.jpg,9040,a person is leaning on a wall.
train/image/056644.jpg,4481,a salon chair has a person sitting in it.
train/image/012340.jpg,996,dead leaves are behind the person.
train/image/171292.jpg,13417,the person stands in front of a light colored wood desk.
train/image/182865.jpg,14346,a person is in a park.
train/image/047435.jpg,3747,a person is standing on a green carpet.
train/image/012142.jpg,978,a table is behind a person.
train/image/007234.jpg,588,a person is touching their hat.
train/image/182863.jpg,14346,a mannequin stand is behind the person.
train/image/143102.jpg,11227,the person sits on a pile of rocks.
train/image/109773.jpg,8691,a wall is beside the standing person.
train/image/143034.jpg,11222,a plant is behind the person.
train/image/182861.jpg,14346,behind the person is a white brick wall.
train/image/003837.jpg,309,a desk is behind the person.
train/image/149402.jpg,11716,a person poses in front of a white painted kitchen.
train/image/056635.jpg,4481,rows of shoes are behind the person.
train/image/160031.jpg,12528,shelves are behind the person.
train/image/051015.jpg,4036,behind the person is a refrigerator.
train/image/047230.jpg,3731,a person is standing in a room.
train/image/088762.jpg,7013,trees are behind the person.
train/image/182867.jpg,14346,a person is sitting in a small chair.
train/image/081953.jpg,6471,a person is standing on a floor.
train/image/074024.jpg,5841,a person faces the underside of a staircase.
train/image/149258.jpg,11707,a person is standing on the floor.
train/image/167792.jpg,13158,the person stands in a room.
train/image/043386.jpg,3430,a person is walking on a stone walkway.
train/image/007244.jpg,588,a person walks in front of a row of trees.
train/image/003843.jpg,309,a person is sitting on a couch.
train/image/053697.jpg,4238,the person walks on honeycomb-like tiles.
train/image/148832.jpg,11674,a screen stands behind the person.
train/image/107744.jpg,8529,the person is sitting on a brown leather seat.
train/image/127621.jpg,10080,a desk is in the foreground as the person faces a window.
train/image/047434.jpg,3747,a person stands next to a chair.
train/image/034164.jpg,2684,"in an outside garden, a person is standing."
train/image/088760.jpg,7013,the person walks on a brick road.
train/image/164948.jpg,12915,the walls are behind the person.
train/image/027376.jpg,2164,a person is stretching out their fancy skirt.
train/image/030625.jpg,2416,a person stands beside a small tan table.
train/image/182857.jpg,14346,a person is standing in front of white furniture.
train/image/158212.jpg,12402,the person stands in front of curtains.
train/image/012341.jpg,996,the person sits on a black leather couch.
train/image/148831.jpg,11674,the person perches on a cabinet.
train/image/079658.jpg,6282,food products are lined up against a wall near a person.
train/image/123364.jpg,9749,in front of a medicine cabinet a person is standing.
train/image/081377.jpg,6425,the storefront is in front of a person.
train/image/051010.jpg,4036,the person poses on a bed.
train/image/051004.jpg,4036,a person stands in front of a dark brown door.
train/image/027392.jpg,2164,a person leans against a railing.
train/image/072634.jpg,5740,the person walks toward a bench.
train/image/053329.jpg,4217,the person stands on a railed balcony.
train/image/046817.jpg,3694,a fan is behind the posing person.
train/image/124853.jpg,9867,a person poses in front of a vase.
train/image/089192.jpg,7044,a person is posing in her room.
train/image/149262.jpg,11707,there's a bed in the room where a person stands.
train/image/141800.jpg,11132,a pink chair has a person sitting in it.
train/image/124864.jpg,9867,slippers are behind the posing person.
train/image/167803.jpg,13158,the person stands in front of a bathroom sink.
train/image/083581.jpg,6588,a wardrobe and a desk are behind a posing person.
train/image/118433.jpg,9376,a shiny brown floor has a person posing on it.
train/image/080682.jpg,6363,a tall pink storage unit is behind the person.
train/image/099538.jpg,7884,a person is walking on a sidewalk.
train/image/030616.jpg,2416,a window is behind a standing person.
train/image/048131.jpg,3808,a person stands facing a blue door.
train/image/088765.jpg,7013,the person sits on a wooden bench.
train/image/140051.jpg,11013,a person is walking towards an open white door.
train/image/158230.jpg,12402,a building is behind a person.
train/image/049479.jpg,3926,a display screen hangs above cabinets behind the person.
train/image/122445.jpg,9678,"in the room, a person stands."
train/image/005005.jpg,399,a person sits in a restaurant.
train/image/140059.jpg,11013,a blue sofa is behind the person.
train/image/140055.jpg,11013,wooden cabinets are behind the person.
train/image/030613.jpg,2416,"in front of a cluttered vanity, a person poses."
train/image/013621.jpg,1096,the person holds a floral bouquet.
train/image/012153.jpg,978,the person faces the wall.
train/image/149139.jpg,11700,a person sits on a bench.
train/image/012289.jpg,993,a person is standing on a multi-colored floor covering.
train/image/077360.jpg,6103,a large green plant stands behind a person.
train/image/003846.jpg,309,a person is standing on a tan floor.
train/image/078692.jpg,6212,a person stands in front of a sofa.
train/image/132884.jpg,10488,a brick wall is behind the standing person.
train/image/006524.jpg,532,the person stands on tiled flooring.
train/image/095072.jpg,7508,a person is standing in front of an open sliding door.
train/image/021856.jpg,1735,a dark brown vanity stands behind a person.
train/image/092873.jpg,7330,a person is standing between two doors.
train/image/167791.jpg,13158,a purple rug has a person on it.
train/image/149143.jpg,11700,a red curtain hangs behind the person.
train/image/095059.jpg,7508,shelves are behind the person.
train/image/019941.jpg,1576,a dimly lit hallway is behind a standing person.
train/image/047244.jpg,3731,a red cloth are behind the person.
train/image/107753.jpg,8529,shelves and a blanket are behind the person.
train/image/143109.jpg,11227,a person lifts off the floor.
train/image/095054.jpg,7508,a person poses in front of a vast green field.
train/image/122436.jpg,9678,a pillow is next to the person's hand.
train/image/140031.jpg,11013,a person is standing near a wooden desk.
train/image/021844.jpg,1735,the person holds onto the stone railing.
train/image/079649.jpg,6282,a person stands in a field.
train/image/037571.jpg,2946,the person stands next to dark chairs and desks.
train/image/141802.jpg,11132,a wall is behind a person.
train/image/047445.jpg,3747,a person is standing on a bright green carpet.
train/image/107755.jpg,8529,a person sits on a striped carpet.
train/image/051007.jpg,4036,the person faces a refrigerator.
train/image/182869.jpg,14346,a person sits on a soccer field.
train/image/053450.jpg,4224,the person stands on a road.
train/image/078688.jpg,6212,a person is sitting in a chair.
train/image/167793.jpg,13158,a person poses in front of a glass window.
train/image/092870.jpg,7330,"a van, a motorbike and other vehicles are behind the person."
train/image/019508.jpg,1541,a person is posing by a window.
train/image/037556.jpg,2946,an inset shelf is near the person.
train/image/066497.jpg,5262,a person stands in front of a fan.
train/image/114214.jpg,9040,the person stands in an open doorway.
train/image/124860.jpg,9867,a person stands in front of a toilet.
train/image/053330.jpg,4217,the person stands on a brick walkway.
train/image/053441.jpg,4224,a person is facing towards a short red stool.
train/image/114213.jpg,9040,a person poses in front of yellow curtains.
train/image/043375.jpg,3430,a person is standing at the rail of a narrow deck.
train/image/051000.jpg,4036,a person poses in front of a dark brown door.
train/image/008401.jpg,683,a person is standing beside a bed.
train/image/075631.jpg,5971,a person stands in front of a door.
train/image/046825.jpg,3694,a tall mountain range stretches behind a posing person.
train/image/049484.jpg,3926,a person is standing.
train/image/030623.jpg,2416,the person stands by a ladder.
train/image/008402.jpg,683,a person is standing in front of a sink.
train/image/037563.jpg,2946,a person has a hand on a chair.
train/image/171274.jpg,13417,a person is standing in a room.
train/image/158210.jpg,12402,a couch and curtains fill the room where a person is standing.
train/image/053327.jpg,4217,the person stands in front of railing.
train/image/048137.jpg,3808,a person stands in front of a long yellow screen.
train/image/139732.jpg,10993,a person is standing in front of a twin bed.
train/image/123365.jpg,9749,a person is working at a desk.
train/image/056639.jpg,4481,shelves are behind the person.
train/image/127635.jpg,10080,a person is standing on a white furry rug.
train/image/042147.jpg,3332,the person stands beneath a white light fixture.
train/image/189497.jpg,14881,there is a large red bureau behind a person.
train/image/052176.jpg,4128,a wall of shoes stand behind the person.
train/image/007241.jpg,588,a concrete wall is behind a person.
train/image/182871.jpg,14346,a blue wardrobe is behind the person.
train/image/089191.jpg,7044,the person stands by storage lockers.
train/image/042161.jpg,3332,a person stands in front of a makeup counter.
train/image/006526.jpg,532,a wall is behind the person.
train/image/143105.jpg,11227,a person stands by a purple sofa.
train/image/148817.jpg,11674,a person poses on a bridge.
train/image/053696.jpg,4238,the person bends over a blue pool table.
train/image/052155.jpg,4128,a green vending machine is next to the person.
train/image/017641.jpg,1403,a wall is behind a person.
train/image/158211.jpg,12402,wooden poles are behind the person.
train/image/051060.jpg,4037,there are wooden beams beneath stands a person.
train/image/012156.jpg,978,the person is walking toward a staircase.
train/image/066492.jpg,5262,a person with a panda head.
train/image/089828.jpg,7096,a green lamp sits next to a standing person.
train/image/053311.jpg,4217,a person goes through a grassy path.
train/image/171277.jpg,13417,a person poses in a white walled room.
train/image/051012.jpg,4036,a person is standing in front of a couch.
train/image/072629.jpg,5740,a person poses by a fence.
train/image/037565.jpg,2946,the person stands beside a chair.
train/image/072631.jpg,5740,a person is posing against a tall tree.
train/image/012159.jpg,978,the person walks towards a flight of stairs.
train/image/051046.jpg,4037,a boulder has a person leaning on it.
train/image/017638.jpg,1403,a person poses in front of a white vanity.
train/image/012344.jpg,996,a person stands in front of a bed.
train/image/032979.jpg,2594,weathered buildings stand on either side of the person.
train/image/095063.jpg,7508,on green grass a person is sitting.
train/image/007251.jpg,588,the person stands in front of a picture.
train/image/051008.jpg,4036,a person posing in front of a huge wall.
train/image/034175.jpg,2684,the person stands in front of a paned window.
train/image/095060.jpg,7508,a person crouches on a square brick walkway.
train/image/092866.jpg,7330,a person poses in front of stairs.
train/image/047447.jpg,3747,the person is facing a black leather loveseat.
train/image/051041.jpg,4037,a person poses on a bridge.
train/image/007258.jpg,588,the person stands on a paved white road.
train/image/006535.jpg,532,the person stands in the purple studio.
train/image/019961.jpg,1576,a room is where a person stands.
train/image/051001.jpg,4036,a green door stands behind a person posing.
train/image/007245.jpg,588,a person is walking under palm tree fronds.
train/image/053430.jpg,4224,a person leans in front of a brown door.
train/image/012141.jpg,978,a chair is behind the person.
train/image/081384.jpg,6425,the person is standing on a ledge.
train/image/176031.jpg,13796,a person is fixing their hair.
train/image/124866.jpg,9867,a person sits on a bed.
train/image/005605.jpg,452,a yellow curtain hangs next to a person.
train/image/048133.jpg,3808,a thin white curtain hangs next to a standing person.
train/image/134532.jpg,10613,the person poses in front of a statue.
train/image/074027.jpg,5841,a wall forms the person's backdrop.
train/image/083592.jpg,6588,a person stands on a speckled tiled floor.
train/image/114099.jpg,9035,a bed is behind a person.
train/image/053433.jpg,4224,posters are behind the person.
train/image/053686.jpg,4238,a white wardrobe stands behind a person.
train/image/037472.jpg,2938,a person sits in a car.
train/image/037461.jpg,2938,a person has their hands on their hips.
train/image/013631.jpg,1096,a person poses next to bushes and trees.
train/image/049467.jpg,3926,a person walks along a brick walkway.
train/image/074021.jpg,5841,"the person faces a brown desk, stool, and chair."
train/image/053431.jpg,4224,the person sits on a black chair.
train/image/069600.jpg,5513,a person leans over a fence.
train/image/047453.jpg,3747,a black loveseat is behind the posing person.
train/image/012143.jpg,978,the person stands in an open doorway.
train/image/075617.jpg,5971,a person stands on astroturf.
train/image/027378.jpg,2164,the person stands by a balcony wall.
train/image/037582.jpg,2946,the person sits on a purple couch.
train/image/149397.jpg,11716,the person sits on a tan leather chair.
train/image/046827.jpg,3694,the person poses with white bathroom fixtures.
train/image/127634.jpg,10080,the person stands in front of white cabinets.
train/image/148828.jpg,11674,a person is posing on a long sidewalk.
train/image/019947.jpg,1576,a person stands in a room.
train/image/149398.jpg,11716,the person stands under an umbrella.
train/image/037473.jpg,2938,a person is sitting on a white ottoman.
train/image/149154.jpg,11700,the person stands on the beige floor.
train/image/141790.jpg,11132,the person sits on a red couch.
train/image/132886.jpg,10488,a person walks along a brick walkway.
train/image/089840.jpg,7096,behind the person is a hand-painted mural.
train/image/182859.jpg,14346,the person stands on a green grassy field.
train/image/149144.jpg,11700,the person stands by a white chair.
train/image/073888.jpg,5833,a person stands in front of a door.
train/image/149399.jpg,11716,the person faces a large tree.
train/image/008396.jpg,683,"in front of a ventilator, a person is standing."
train/image/122443.jpg,9678,a person trying on clothes.
train/image/069606.jpg,5513,black wall shelves are behind the person.
train/image/084513.jpg,6668,the person stands beside a wicker chair.
train/image/099535.jpg,7884,a person sits on a railing.
train/image/164951.jpg,12915,the person poses by a wall.
train/image/074015.jpg,5841,the person is sitting on a chair.
train/image/139729.jpg,10993,a person stands in front of a bed.
train/image/114202.jpg,9040,a person is standing in a hall.
train/image/053699.jpg,4238,the person stands between ladders.
train/image/114215.jpg,9040,a person poses in front of yellow curtains.
train/image/079648.jpg,6282,the person faces a framed floral picture.
train/image/030624.jpg,2416,a tan coffee table is behind a posing person.
train/image/034160.jpg,2684,the person faces a blue stepstool.
train/image/190013.jpg,14923,a person faces a storage locker.
train/image/019509.jpg,1541,a display screen is behind the person.
train/image/158157.jpg,12398,the person is holding a white card.
train/image/085115.jpg,6710,a city street is behind the person.
train/image/095069.jpg,7508,the person stands on a brick path.
train/image/053320.jpg,4217,a person is standing in a nail salon.
train/image/092865.jpg,7330,a person stands in a stairwell.
train/image/149159.jpg,11700,the painting and the brown door are behind the person.
train/image/158158.jpg,12398,a person is standing in front of a bunkbed.
train/image/127490.jpg,10071,"standing in front of a stairway, a person is posing."
train/image/134533.jpg,10613,the person stands in front of bunkbeds.
train/image/074012.jpg,5841,a wooden desk is behind the person.
train/image/139730.jpg,10993,the person stands on a brick-like floor.
train/image/073887.jpg,5833,a person stands by a metal railing.
train/image/081386.jpg,6425,a person poses in front of a bed.
train/image/077355.jpg,6103,the person poses in front of a row of cars.
train/image/073882.jpg,5833,a sliding ladder is behind the person.
train/image/143103.jpg,11227,behind the person is a large white storage cabinet.
train/image/008408.jpg,683,the person stands in front of a rectangular cabinet.
train/image/149392.jpg,11716,"between two small trees, a person is posing."
train/image/070350.jpg,5569,the person leans on a brass door rail.
train/image/043380.jpg,3430,a person poses on a plush white couch.
train/image/012150.jpg,978,the person stands between a plant and a table.
train/image/109760.jpg,8691,a person stands next to an empty clothing rack.
train/image/047234.jpg,3731,a bed is behind the person.
train/image/160030.jpg,12528,a person stands in front of shelves.
train/image/013915.jpg,1115,a dark door is behind the person.
train/image/123353.jpg,9749,the person stands by a stool.
train/image/049475.jpg,3926,a person is standing on a green foam tile.
train/image/052180.jpg,4128,a person stands on an asphalt road.
train/image/099529.jpg,7884,a person is standing on foam tiles.
train/image/012299.jpg,993,an ornate archway is behind the person.
train/image/160036.jpg,12528,a person poses next to fully stocked shelves.
train/image/037558.jpg,2946,a person steps from rock to rock.
train/image/012356.jpg,996,"on a sidewalk, a person stands."
train/image/012146.jpg,978,a person is posing in front of a wooden door.
train/image/012352.jpg,996,a person poses behind some leaves.
train/image/007252.jpg,588,the person stands in front of a long lavender curtain.
train/image/185733.jpg,14582,a step stool is by the person.
train/image/084502.jpg,6668,a fan stands behind the posing person.
train/image/085118.jpg,6710,the person stands on faux wood flooring.
train/image/114218.jpg,9040,a purple bowl is on the floor near a person.
train/image/180268.jpg,14124,the person stands on a floor.
train/image/056640.jpg,4481,a table is behind the person.
train/image/077361.jpg,6103,a red door is open behind a person.
train/image/043379.jpg,3430,a person is standing on a black marble floor.
train/image/066486.jpg,5262,a person stands beside a metal bunkbed.
train/image/011139.jpg,885,a person walks in a pedestrian zone.
train/image/088775.jpg,7013,curtans flank the posing person.
train/image/092878.jpg,7330,the standing person is next to a red computer chair.
train/image/006887.jpg,564,a person stands in front of a bed.
train/image/051050.jpg,4037,a green hedge is behind the person.
train/image/013913.jpg,1115,the person stands by white panels.
train/image/092882.jpg,7330,sky-blue cabinets are behind the person.
train/image/167806.jpg,13158,the person stands in a store.
train/image/053313.jpg,4217,a person looks at another building.
train/image/079657.jpg,6282,the person walks on patterned brick.
train/image/042165.jpg,3332,the person is standing at a white counter.
train/image/014717.jpg,1181,"in a hallway, a person is walking."
train/image/149403.jpg,11716,in an outdoor flowery field is a person.
train/image/077368.jpg,6103,a person stands in front of a small motorcycle.
train/image/017652.jpg,1403,a person leans against a white countertop.
train/image/072638.jpg,5740,blue rolling luggage is behind the person.
train/image/083856.jpg,6615,a door is behind a person.
train/image/080669.jpg,6363,a purple chair is directly in front of a person.
train/image/043391.jpg,3430,the person stands on a cement path.
train/image/003847.jpg,309,a person kneels in front of a night stand.
train/image/189507.jpg,14881,a water cooler jug is behind the person.
train/image/081954.jpg,6471,a fan is in background as a person poses.
train/image/122439.jpg,9678,the person stands between a watercooler and a rug.
train/image/049482.jpg,3926,a person is standing in front of a wall.
train/image/083577.jpg,6588,a person poses in a room.
train/image/066478.jpg,5262,a curtain is the person's backdrop.
train/image/176028.jpg,13796,a person is facing a tv.
train/image/149386.jpg,11716,flowers are next to the posing person.
train/image/037568.jpg,2946,a person stands behind a silver box.
train/image/088773.jpg,7013,in a room a person is standing.
train/image/053679.jpg,4238,many harps are where a person stands.
train/image/123361.jpg,9749,there are food vendors behind a person.
train/image/182855.jpg,14346,in front of a mattress stands a person.
train/image/127620.jpg,10080,a brown leather bench is near the person.
train/image/008417.jpg,683,a person is standing in an excercise room.
train/image/083848.jpg,6615,a black wall is in front of a person.
train/image/141785.jpg,11132,a counter is in front of the person.
train/image/004993.jpg,399,the person stands beside a white closet door.
train/image/089188.jpg,7044,a person walks along the beach.
train/image/034163.jpg,2684,a blue stool is on one side of the standing person.
train/image/034180.jpg,2684,the room is where a person stands.
train/image/132869.jpg,10488,the person stands in front of a refrigerator.
train/image/092871.jpg,7330,a person is posing against a wall.
train/image/141808.jpg,11132,a minnie mouse doll is behind the person.
train/image/049478.jpg,3926,the person holding the black bag is standing.
train/image/120250.jpg,9519,a cabinet is behind the person.
train/image/167789.jpg,13158,headless mannequins stand next to a posing person.
train/image/079644.jpg,6282,yellow leaves frame the person.
train/image/051042.jpg,4037,a person is standing in the center of the room.
train/image/185738.jpg,14582,a person is standing in front of a yellow and white wall.
train/image/072624.jpg,5740,a person stands beside a bunkbed.
train/image/051049.jpg,4037,a green hedge is next to the person.
train/image/080672.jpg,6363,a person stands in front of another person.
train/image/171289.jpg,13417,a person waves in front of a display rack.
train/image/079661.jpg,6282,the person stands on a paved road.
train/image/049477.jpg,3926,the person stands in a doorway.
train/image/083576.jpg,6588,a dark brown door is behind a person.
train/image/185734.jpg,14582,"in the open doorway, the person stands."
train/image/073867.jpg,5833,a white satin curtain hangs in front of a person.
train/image/149152.jpg,11700,a poster and a birdcage are behind the person.
train/image/171276.jpg,13417,a person standing in a room.
train/image/034162.jpg,2684,the person faces a wall.
train/image/083858.jpg,6615,a person is standing on white tile.
train/image/099523.jpg,7884,a person stands in front of a door.
train/image/083860.jpg,6615,a person is standing on a dark floor.
train/image/037483.jpg,2938,the person stands on a long wooden pier.
train/image/073877.jpg,5833,two red and black chairs are on either side of a person.
train/image/075616.jpg,5971,a person posing in the courtyard.
train/image/149146.jpg,11700,a green box is in front of a person.
train/image/030626.jpg,2416,the person stands in front of stacked items.
train/image/124870.jpg,9867,a wall is alongside the person.
train/image/164967.jpg,12915,a person is posing on a shiny black floor.
train/image/048135.jpg,3808,a tall plant is behind a posing person.
train/image/007246.jpg,588,a person is facing a tall fence.
train/image/047224.jpg,3731,a brown and tan patchwork chair is in front of a person.
train/image/149404.jpg,11716,buildings and green trees and shrubs are in the background of the person.
train/image/053443.jpg,4224,the person stands below an arched ceiling.
train/image/139720.jpg,10993,the person faces sheer pink curtains.
train/image/182872.jpg,14346,a picture frame and a stand are behind the person.
train/image/089197.jpg,7044,a fan stands behind the person.
train/image/074026.jpg,5841,the person is facing a street.
train/image/007239.jpg,588,a person stands in front of long gold curtains.
train/image/053690.jpg,4238,a pink item is on the floor by the person.
train/image/003854.jpg,309,shoes stand behind a posing person.
train/image/095056.jpg,7508,on a running track sits a person.
train/image/072636.jpg,5740,the person overlooks a bed.
train/image/037569.jpg,2946,a person is sitting on a bed.
train/image/080673.jpg,6363,a person is standing in the room.
train/image/053442.jpg,4224,a person is standing on a wooden deck.
train/image/056628.jpg,4481,a cart is behind the seated person.
train/image/132867.jpg,10488,a person stands in front of a tall white appliance.
train/image/042159.jpg,3332,a person is standing near a light-colored floor fan.
train/image/012339.jpg,996,a person stands in front of towels.
train/image/021852.jpg,1735,a person is sitting in a wicker chair.
train/image/143116.jpg,11227,the person stands in a green field.
train/image/107748.jpg,8529,a flowered curtain hangs next to a person.
train/image/141806.jpg,11132,a person is standing at the bottom corner of a bed.
train/image/149394.jpg,11716,the person stands under an umbrella.
